ensembl,symbol
ENSG00000240270,RPL12P37
ENSG00000240280,TCAM1P
ENSG00000240288,GHRLOS
ENSG00000240291,CACNB2-AS1
ENSG00000240294,RN7SKP241
ENSG00000240299,RN7SL187P
ENSG00000240305,RPL6P26
ENSG00000240311,RPL18P12
ENSG00000240322,RN7SL481P
ENSG00000240328,ENSG00000240328
ENSG00000240342,RPS2P5
ENSG00000240356,RPL23AP7
ENSG00000240366,RPL36AP45
ENSG00000240370,RPL13P5
ENSG00000240371,RPS4XP13
ENSG00000240373,SEC62-AS1
ENSG00000240374,RN7SL503P
ENSG00000240375,VPS26AP1
ENSG00000240376,RPS8P8
ENSG00000240382,IGKV1-17
ENSG00000240385,RPS29P20
ENSG00000240388,RPS18P7
ENSG00000240395,RPL5P23
ENSG00000240399,RPL37P19
ENSG00000240401,ENSG00000240401
ENSG00000240404,ENSG00000240404
ENSG00000240409,MTATP8P1
ENSG00000240418,RPS2P51
ENSG00000240429,LRRFIP1P1
ENSG00000240435,RPS12P27
ENSG00000240436,RPL35AP14
ENSG00000240440,ENSG00000240440
ENSG00000240441,RPL17P38
ENSG00000240445,FOXO3B
ENSG00000240449,REPIN1-AS1
ENSG00000240454,RPL39P26
ENSG00000240457,RN7SL472P
ENSG00000240463,RPS19P3
ENSG00000240474,RN7SL116P
ENSG00000240484,RPL31P6
ENSG00000240487,ATOSBP1
ENSG00000240489,SETP14
ENSG00000240490,RN7SL277P
ENSG00000240497,LOC102724479
ENSG00000240498,CDKN2B-AS1
ENSG00000240509,RPL34P18
ENSG00000240518,RPL36P11
ENSG00000240522,RPL7AP10
ENSG00000240527,ENSG00000240527
ENSG00000240531,RPL21P123
ENSG00000240534,RPL34P17
ENSG00000240535,ENSG00000240535
ENSG00000240549,THOC7-AS1
ENSG00000240553,ENSG00000240553
ENSG00000240571,ENSG00000240571
ENSG00000240579,ENSG00000240579
ENSG00000240589,RN7SL258P
ENSG00000240616,RPS6P25
ENSG00000240625,RN7SL403P
ENSG00000240634,ENSG00000240634
ENSG00000240652,ENSG00000240652
ENSG00000240654,C1QTNF9
ENSG00000240666,MME-AS1
ENSG00000240669,RPS14P6
ENSG00000240671,IGKV1-8
ENSG00000240674,RPL21P51
ENSG00000240685,ENSG00000240685
ENSG00000240695,DNAJC8P2
ENSG00000240710,ENSG00000240710
ENSG00000240718,RN7SL851P
ENSG00000240723,RN7SL382P
ENSG00000240729,RPL21P60
ENSG00000240731,ENSG00000240731
ENSG00000240733,RN7SL502P
ENSG00000240750,RN7SL559P
ENSG00000240751,RABGGTBP1
ENSG00000240761,ENSG00000240761
ENSG00000240764,PCDHGC5
ENSG00000240766,PLCXD2-AS1
ENSG00000240767,RN7SL288P
ENSG00000240770,C21orf91-OT1
ENSG00000240776,RPS10P4
ENSG00000240787,NECTIN2P1
ENSG00000240791,MTND4LP7
ENSG00000240793,UBA52P8
ENSG00000240808,RPL34P24
ENSG00000240809,CAP1P1
ENSG00000240828,RPL21P4
ENSG00000240834,ENSG00000240834
ENSG00000240853,RN7SL328P
ENSG00000240864,IGKV1-16
ENSG00000240869,RN7SL128P
ENSG00000240873,RPS29P22
ENSG00000240877,RN7SL521P
ENSG00000240882,PTOV1P1
ENSG00000240888,ENSG00000240888
ENSG00000240889,NDUFB2-AS1
ENSG00000240890,G2E3P1
ENSG00000240898,RPL21P125
ENSG00000240905,RN7SL798P
ENSG00000240906,ENSG00000240906
ENSG00000240912,H2BP3
ENSG00000240925,RPS20P31
ENSG00000240934,ENSG00000240934
ENSG00000240935,PLGLA
ENSG00000240950,RPL8P3
ENSG00000240954,RPL4P1
ENSG00000240963,ENSG00000240963
ENSG00000240966,RN7SL681P
ENSG00000240970,RPL23AP64
ENSG00000240974,RPS27AP10
ENSG00000240990,HOXA11-AS
ENSG00000240991,RPL23AP67
ENSG00000241007,SEPTIN7P6
ENSG00000241015,TPM3P9
ENSG00000241030,RPL29P24
ENSG00000241035,ENSG00000241035
ENSG00000241052,RPL23AP70
ENSG00000241057,RASA4EP
ENSG00000241059,ENSG00000241059
ENSG00000241061,RPL5P1
ENSG00000241067,RPL17P40
ENSG00000241073,MFSD14A-AS1
ENSG00000241081,RPL22P2
ENSG00000241112,RPL29P14
ENSG00000241120,HMGN1P8
ENSG00000241129,RPL22P19
ENSG00000241134,BET1P1
ENSG00000241135,LINC00881
ENSG00000241150,ENSG00000241150
ENSG00000241155,ARHGAP31-AS1
ENSG00000241157,RPL32P32
ENSG00000241169,ENSG00000241169
ENSG00000241170,RPL31P46
ENSG00000241175,RN7SL494P
ENSG00000241179,RPL34P13
ENSG00000241185,RPL21P122
ENSG00000241187,RPL21P57
ENSG00000241188,RN7SL165P
ENSG00000241217,RN7SL809P
ENSG00000241219,LOLI1
ENSG00000241220,LINC03109
ENSG00000241230,RN7SL801P
ENSG00000241233,KRTAP5-8
ENSG00000241243,RN7SL629P
ENSG00000241244,IGKV1D-16
ENSG00000241255,ENSG00000241255
ENSG00000241269,ENSG00000241269
ENSG00000241278,ENPP7P4
ENSG00000241294,IGKV2-24
ENSG00000241307,RPL7AP24
ENSG00000241318,WDR82P2
ENSG00000241333,RN7SL385P
ENSG00000241351,IGKV3-11
ENSG00000241352,RPS6P1
ENSG00000241361,SLC25A24P1
ENSG00000241362,RPL36AP43
ENSG00000241395,RN7SL344P
ENSG00000241409,ENSG00000241409
ENSG00000241411,ENSG00000241411
ENSG00000241413,RN7SL441P
ENSG00000241420,RN7SL505P
ENSG00000241429,EEF1A1P25
ENSG00000241431,RPL37P6
ENSG00000241438,CRIPTOP6
ENSG00000241456,ENSG00000241456
ENSG00000241461,RN7SL182P
ENSG00000241464,RPL39P38
ENSG00000241478,HSPA8P9
ENSG00000241484,ARHGAP8
ENSG00000241489,ENSG00000241489
ENSG00000241490,ENSG00000241490
ENSG00000241493,ENSG00000241493
ENSG00000241494,RPL26P4
ENSG00000241499,RPL36AP4
ENSG00000241506,PSMC1P1
ENSG00000241511,RPS15AP24
ENSG00000241520,ENSG00000241520
ENSG00000241525,LOC105371430
ENSG00000241527,CA15P1
ENSG00000241528,ENSG00000241528
ENSG00000241529,RN7SL767P
ENSG00000241535,CBX5P1
ENSG00000241537,U2SURPP1
ENSG00000241546,RFKP3
ENSG00000241547,ACTG1P20
ENSG00000241549,GUSBP2
ENSG00000241560,ZBTB20-AS1
ENSG00000241566,IGKV2D-24
ENSG00000241568,RN7SL338P
ENSG00000241577,ENSG00000241577
ENSG00000241587,RN7SL482P
ENSG00000241597,RPS9P3
ENSG00000241599,ENSG00000241599
ENSG00000241612,RPL21P46
ENSG00000241627,UBQLN4P1
ENSG00000241634,RPL13P8
ENSG00000241640,RPL21P113
ENSG00000241641,RPS23P6
ENSG00000241651,RPL15P8
ENSG00000241656,UBA52P7
ENSG00000241661,PPP1R2P6
ENSG00000241666,ENSG00000241666
ENSG00000241678,RPL21P94
ENSG00000241680,RPL31P49
ENSG00000241693,RN7SL704P
ENSG00000241721,SUMO1P1
ENSG00000241735,FABP5P3
ENSG00000241738,ZNF90P1
ENSG00000241741,RPL7AP30
ENSG00000241746,RPL13AP18
ENSG00000241755,IGKV1-9
ENSG00000241764,CBLL1-AS1
ENSG00000241765,RPS26P45
ENSG00000241769,EOLA1-DT
ENSG00000241770,ENSG00000241770
ENSG00000241772,ENSG00000241772
ENSG00000241781,ENSG00000241781
ENSG00000241782,RPL21P95
ENSG00000241811,ENSG00000241811
ENSG00000241825,RPL7P42
ENSG00000241828,RPS20P29
ENSG00000241832,CECR3
ENSG00000241847,ENSG00000241847
ENSG00000241859,ANOS2P
ENSG00000241868,RN7SL434P
ENSG00000241869,RN7SL363P
ENSG00000241886,ENSG00000241886
ENSG00000241889,CTDNEP1P1
ENSG00000241890,RPL13P4
ENSG00000241907,RPS20P4
ENSG00000241913,RPS29P21
ENSG00000241923,RPL14P3
ENSG00000241933,DENND6A-DT
ENSG00000241939,RN7SL517P
ENSG00000241954,ENSG00000241954
ENSG00000241956,LOC102546299
ENSG00000241962,ENSG00000241962
ENSG00000241975,ELOCP19
ENSG00000241981,RPL21P49
ENSG00000241983,RN7SL566P
ENSG00000241984,RPL7AP2
ENSG00000241990,ENSG00000241990
ENSG00000241997,RN7SL323P
ENSG00000242021,ENSG00000242021
ENSG00000242048,PRKAG2-AS2
ENSG00000242052,RPL10P7
ENSG00000242060,RPS3AP49
ENSG00000242062,MARK2P6
ENSG00000242067,RPL9P28
ENSG00000242068,RNF13P1
ENSG00000242071,RPL7AP6
ENSG00000242082,SLC5A4-AS1
ENSG00000242083,RPL7AP31
ENSG00000242085,RPS20P33
ENSG00000242094,FOXP1-IT1
ENSG00000242095,ENSG00000242095
ENSG00000242100,RPL9P32
ENSG00000242113,RN7SL124P
ENSG00000242134,RPL5P13
ENSG00000242142,SERBP1P3
ENSG00000242154,ENSG00000242154
ENSG00000242170,RN7SL329P
ENSG00000242175,RN7SL127P
ENSG00000242193,CRYZL2P
ENSG00000242197,RPL37P14
ENSG00000242198,ENSG00000242198
ENSG00000242199,RPS26P22
ENSG00000242207,HOXB-AS4
ENSG00000242241,RN7SL306P
ENSG00000242251,RN7SL20P
ENSG00000242256,RN7SL57P
ENSG00000242262,RPL15P7
ENSG00000242267,SKINT1L
ENSG00000242290,ZBTB20-AS5
ENSG00000242294,STAG3L5P
ENSG00000242299,RPS18P5
ENSG00000242307,RPS26P52
ENSG00000242311,ENSG00000242311
ENSG00000242314,RPL12P32
ENSG00000242318,RPL21P48
ENSG00000242324,ENSG00000242324
ENSG00000242325,RPS12P31
ENSG00000242329,RPL37AP9
ENSG00000242330,RN7SL683P
ENSG00000242337,INHCAP
ENSG00000242338,BMS1P4
ENSG00000242349,ENSG00000242349
ENSG00000242352,FAM91A3P
ENSG00000242375,ENSG00000242375
ENSG00000242398,RN7SL800P
ENSG00000242405,RPL21P100
ENSG00000242412,DBIL5P2
ENSG00000242419,PCDHGC4
ENSG00000242431,RPL21P52
ENSG00000242435,UPK3BP1
ENSG00000242436,RN7SL789P
ENSG00000242444,ENSG00000242444
ENSG00000242445,RPL7AP11
ENSG00000242457,RBBP4P2
ENSG00000242463,ENSG00000242463
ENSG00000242472,IGHJ5
ENSG00000242473,KIR2DP1
ENSG00000242477,RPL10AP9
ENSG00000242488,ENSG00000242488
ENSG00000242507,ENSG00000242507
ENSG00000242510,NDUFB4P1
ENSG00000242522,KLHL6-AS1
ENSG00000242525,OR7E100P
ENSG00000242531,ENSG00000242531
ENSG00000242539,ENSG00000242539
ENSG00000242551,POU5F1P6
ENSG00000242553,ENSG00000242553
ENSG00000242559,RN7SL144P
ENSG00000242578,ENSG00000242578
ENSG00000242580,IGKV1D-43
ENSG00000242583,KMT5AP3
ENSG00000242588,ENSG00000242588
ENSG00000242600,MBL1P
ENSG00000242602,RPL35AP13
ENSG00000242607,RPS3AP34
ENSG00000242609,CCDC137P1
ENSG00000242615,RPL17P47
ENSG00000242628,ENSG00000242628
ENSG00000242634,RPS24P16
ENSG00000242651,RN7SL862P
ENSG00000242659,ENSG00000242659
ENSG00000242661,RPS3AP43
ENSG00000242663,ENSG00000242663
ENSG00000242686,PDE6B-AS1
ENSG00000242687,ENSG00000242687
ENSG00000242696,RN7SL40P
ENSG00000242697,RPL5P12
ENSG00000242706,RPS27AP9
ENSG00000242719,RN7SL806P
ENSG00000242736,TRBV1
ENSG00000242737,ENSG00000242737
ENSG00000242747,RPL21P14
ENSG00000242748,RPL23AP81
ENSG00000242766,IGKV1D-17
ENSG00000242767,ZBTB20-AS4
ENSG00000242770,CD200R1L-AS1
ENSG00000242779,ZNF702P
ENSG00000242791,PFN2-AS1
ENSG00000242797,GLYCTK-AS1
ENSG00000242798,ENSG00000242798
ENSG00000242808,SOX2-OT
ENSG00000242814,ENSG00000242814
ENSG00000242829,RPS26P21
ENSG00000242849,ALDOAP1
ENSG00000242853,RN7SL749P
ENSG00000242861,ENSG00000242861
ENSG00000242876,RN7SL812P
ENSG00000242880,ENSG00000242880
ENSG00000242882,RPL5P11
ENSG00000242887,IGHJ3
ENSG00000242889,RN7SL449P
ENSG00000242893,RN7SL413P
ENSG00000242931,RPL7P49
ENSG00000242941,RPL12P7
ENSG00000242950,ERVW-1
ENSG00000242951,ENSG00000242951
ENSG00000242952,RPSAP3
ENSG00000242958,RPL36AP32
ENSG00000242960,FTH1P23
ENSG00000242970,ENSG00000242970
ENSG00000242971,RN7SL233P
ENSG00000242979,RPS15AP18
ENSG00000242992,FTH1P4
ENSG00000242993,RPL32P25
ENSG00000242999,RN7SL239P
ENSG00000243005,RN7SL16P
ENSG00000243007,RPL12P35
ENSG00000243016,PRR23E2P
ENSG00000243018,ENSG00000243018
ENSG00000243020,RPL7P39
ENSG00000243022,MARK3P3
ENSG00000243023,UBA52P3
ENSG00000243024,ENSG00000243024
ENSG00000243033,GAPDHP47
ENSG00000243038,ENSG00000243038
ENSG00000243053,RPL31P58
ENSG00000243055,GK-AS1
ENSG00000243063,IGKV3-7
ENSG00000243064,ABCC13
ENSG00000243069,ARHGEF26-AS1
ENSG00000243094,RPL32P2
ENSG00000243101,RPS3P7
ENSG00000243104,MTND4LP14
ENSG00000243107,ENSG00000243107
ENSG00000243141,RPL23AP66
ENSG00000243155,ENSG00000243155
ENSG00000243175,RPSAP36
ENSG00000243176,ENSG00000243176
ENSG00000243179,ENSG00000243179
ENSG00000243181,RPL21P80
ENSG00000243199,RPL6P10
ENSG00000243224,TWF2-DT
ENSG00000243225,ENSG00000243225
ENSG00000243227,RN7SL55P
ENSG00000243238,IGKV2-30
ENSG00000243243,ENSG00000243243
ENSG00000243250,RPS6P16
ENSG00000243254,RN7SL350P
ENSG00000243260,RN7SL558P
ENSG00000243264,IGKV2D-29
ENSG00000243265,RPL23AP55
ENSG00000243267,RN7SL614P
ENSG00000243273,LOC124909446
ENSG00000243280,RPL36AP19
ENSG00000243290,IGKV1-12
ENSG00000243297,RPL31P61
ENSG00000243302,ENSG00000243302
ENSG00000243304,ENSG00000243304
ENSG00000243307,POM121L6P
ENSG00000243312,RPL6P13
ENSG00000243313,RN7SL285P
ENSG00000243314,RPS12P7
ENSG00000243316,GUCY2GP
ENSG00000243323,PTPRVP
ENSG00000243328,ENSG00000243328
ENSG00000243333,RN7SL174P
ENSG00000243339,RN7SL738P
ENSG00000243368,MCCC1-AS1
ENSG00000243370,RN7SL775P
ENSG00000243373,RN7SL173P
ENSG00000243389,ENSG00000243389
ENSG00000243396,RPL32P7
ENSG00000243398,RN7SL141P
ENSG00000243402,RPL15P12
ENSG00000243403,ENSG00000243403
ENSG00000243404,RPL35AP32
ENSG00000243406,MRPS31P5
ENSG00000243417,RPS3AP18
ENSG00000243423,ENSG00000243423
ENSG00000243431,RPL5P30
ENSG00000243433,ENSG00000243433
ENSG00000243437,RN7SL370P
ENSG00000243444,ENSG00000243444
ENSG00000243445,RPS16P7
ENSG00000243455,RPS18P13
ENSG00000243466,IGKV1-5
ENSG00000243468,INGX
ENSG00000243469,RPL7P51
ENSG00000243478,AOX2P
ENSG00000243483,DNAJB1P2
ENSG00000243498,UBA52P5
ENSG00000243508,DNAJB6P7
ENSG00000243517,RPL13AP22
ENSG00000243519,IGLCOR22-2
ENSG00000243531,EVA1CP3
ENSG00000243532,RN7SL19P
ENSG00000243533,ENSG00000243533
ENSG00000243536,ENSG00000243536
ENSG00000243547,HNRNPKP4
ENSG00000243554,CCZ1P1
ENSG00000243560,RN7SL364P
ENSG00000243562,RN7SL838P
ENSG00000243587,ENSG00000243587
ENSG00000243592,RPL17P22
ENSG00000243607,RPL35AP26
ENSG00000243609,RPS2P44
ENSG00000243635,EZRP1
ENSG00000243637,ENSG00000243637
ENSG00000243642,RN7SL526P
ENSG00000243648,RPS10P11
ENSG00000243654,ENSG00000243654
ENSG00000243659,ENSG00000243659
ENSG00000243661,WBP1LP1
ENSG00000243663,RPS4XP14
ENSG00000243664,RPS29P12
ENSG00000243679,ENSG00000243679
ENSG00000243680,RPL37P23
ENSG00000243687,RPL35AP10
ENSG00000243696,ENSG00000243696
ENSG00000243697,RPL7AP63
ENSG00000243704,RN7SL105P
ENSG00000243721,RPL23AP63
ENSG00000243738,RN7SL181P
ENSG00000243742,RPLP0P2
ENSG00000243745,ENSG00000243745
ENSG00000243746,EEF1A1P10
ENSG00000243753,HLA-L
ENSG00000243759,ST13P15
ENSG00000243775,OSTCP1
ENSG00000243777,RPS6P17
ENSG00000243797,ENSG00000243797
ENSG00000243806,RPL7P18
ENSG00000243829,RPS9P4
ENSG00000243830,RPL15P17
ENSG00000243836,WDR86-AS1
ENSG00000243845,RN7SL30P
ENSG00000243847,RN7SL610P
ENSG00000243853,ALDH7A1P3
ENSG00000243859,RPL5P17
ENSG00000243870,RN7SL236P
ENSG00000243871,RN7SL487P
ENSG00000243900,RN7SL320P
ENSG00000243904,RPSAP5
ENSG00000243910,TUBA4B
ENSG00000243911,RN7SL430P
ENSG00000243926,LINC00886
ENSG00000243953,LOC105374171
ENSG00000243954,RN7SL743P
ENSG00000243960,ENSG00000243960
ENSG00000243964,RPL23AP65
ENSG00000243968,RN7SL402P
ENSG00000243969,ENSG00000243969
ENSG00000243970,PPIEL
ENSG00000243977,H3P13
ENSG00000243979,LOC100128548
ENSG00000243988,RPS24P17
ENSG00000244009,B3GAT3P1
ENSG00000244026,FAM86DP
ENSG00000244036,UBE2H-DT
ENSG00000244044,RN7SL735P
ENSG00000244050,DEFB109F
ENSG00000244052,RPL5P24
ENSG00000244055,ENSG00000244055
ENSG00000244060,RPS2P41
ENSG00000244061,ENSG00000244061
ENSG00000244065,MARK2P17
ENSG00000244071,RPL9P33
ENSG00000244073,RPS4XP6
ENSG00000244080,RN7SL833P
ENSG00000244086,ENSG00000244086
ENSG00000244097,RPS4XP17
ENSG00000244101,HMGN1P10
ENSG00000244119,PDCL3P4
ENSG00000244124,ATP1B3-AS1
ENSG00000244130,UBE2Q2P9
ENSG00000244134,RPS12P20
ENSG00000244151,ENSG00000244151
ENSG00000244153,WWP1P1
ENSG00000244158,CALHM6-AS1
ENSG00000244161,FLNB-AS1
ENSG00000244167,ENSG00000244167
ENSG00000244171,PBX2P1
ENSG00000244176,RPS2P37
ENSG00000244184,PELP1-DT
ENSG00000244192,RPL11P2
ENSG00000244198,ARHGEF35-AS1
ENSG00000244203,FOXP1-AS1
ENSG00000244218,RN7SL81P
ENSG00000244229,RPL26P35
ENSG00000244230,RN7SL151P
ENSG00000244232,RN7SL698P
ENSG00000244234,GMCL2
ENSG00000244236,RN7SL604P
ENSG00000244245,ENSG00000244245
ENSG00000244253,RPS29P24
ENSG00000244256,RN7SL130P
ENSG00000244257,PKD1P1
ENSG00000244265,SIAH2-AS1
ENSG00000244267,RPL34P22
ENSG00000244268,ENSG00000244268
ENSG00000244273,PGBD4P1
ENSG00000244296,RN7SL168P
ENSG00000244300,GATA2-AS1
ENSG00000244306,DUXAP10
ENSG00000244307,RN7SL395P
ENSG00000244308,RN7SL762P
ENSG00000244313,ENSG00000244313
ENSG00000244327,ENSG00000244327
ENSG00000244331,ENSG00000244331
ENSG00000244345,ENSG00000244345
ENSG00000244346,C9orf85P2
ENSG00000244361,RPL30P7
ENSG00000244363,RPL7P23
ENSG00000244371,PFN1P8
ENSG00000244378,RPS2P45
ENSG00000244380,ENSG00000244380
ENSG00000244381,SDHDP3
ENSG00000244382,ENSG00000244382
ENSG00000244391,RN7SL330P
ENSG00000244398,RPL36AP37
ENSG00000244399,RN7SL251P
ENSG00000244425,RN7SL268P
ENSG00000244432,RPL39P28
ENSG00000244436,RPLP2P4
ENSG00000244437,IGKV3-15
ENSG00000244451,RPL34P21
ENSG00000244479,OR2A1-AS1
ENSG00000244480,ENSG00000244480
ENSG00000244485,RPL18P13
ENSG00000244490,RWDD4P1
ENSG00000244491,ENSG00000244491
ENSG00000244493,SLC9A9-AS2
ENSG00000244510,ENSG00000244510
ENSG00000244513,EOGT-DT
ENSG00000244515,KRT18P34
ENSG00000244535,LOC124902803
ENSG00000244540,RPL35AP29
ENSG00000244556,ODCP
ENSG00000244558,LINC01260
ENSG00000244560,ENSG00000244560
ENSG00000244575,IGKV1-27
ENSG00000244585,RPL12P33
ENSG00000244604,ENSG00000244604
ENSG00000244609,ENSG00000244609
ENSG00000244610,RN7SL756P
ENSG00000244618,RN7SL334P
ENSG00000244623,OR2AE1
ENSG00000244627,TPTEP2
ENSG00000244630,RPS26P27
ENSG00000244642,RN7SL396P
ENSG00000244661,TRBV12-1
ENSG00000244668,SNRPCP3
ENSG00000244671,RN7SL280P
ENSG00000244675,ENSG00000244675
ENSG00000244676,ENSG00000244676
ENSG00000244681,MTHFD2P1
ENSG00000244691,RPL10AP1
ENSG00000244701,ENSG00000244701
ENSG00000244703,CD46P1
ENSG00000244712,RPL29P27
ENSG00000244720,NT5C3AP2
ENSG00000244723,ASLP1
ENSG00000244730,PHF5AP3
ENSG00000244748,RN7SL153P
ENSG00000244879,GABPB1-AS1
ENSG00000244921,MTCYBP18
ENSG00000244926,ALKBH3-AS1
ENSG00000244932,IFT122P2
ENSG00000244945,RUFY1-AS1
ENSG00000244952,ENSG00000244952
ENSG00000244998,ASTILCS
ENSG00000245008,LOC101929538
ENSG00000245025,RHOBTB2-AS1
ENSG00000245059,C16orf46-DT
ENSG00000245080,MIR3150BHG
ENSG00000245105,A2M-AS1
ENSG00000245146,LOC124900193
ENSG00000245148,ARAP1-AS2
ENSG00000245205,EEF1A1P4
ENSG00000245213,GALNT7-DT
ENSG00000245275,SAP30L-AS1
ENSG00000245281,ASAH1-AS1
ENSG00000245293,CYP2U1-AS1
ENSG00000245322,H2AZ1-DT
ENSG00000245479,LINC01585
ENSG00000245498,MSANTD2-AS1
ENSG00000245526,MIR9-2HG
ENSG00000245534,RORA-AS1
ENSG00000245552,LNCRNA-IUR
ENSG00000245573,BDNF-AS
ENSG00000245598,DACT3-AS1
ENSG00000245614,DDX11-AS1
ENSG00000245648,KLRK1-AS1
ENSG00000245667,ENSG00000245667
ENSG00000245685,FRG1-DT
ENSG00000245694,LOC101927480
ENSG00000245711,NADK2-AS1
ENSG00000245748,CFAP184-OT1
ENSG00000245849,RAD51-AS1
ENSG00000245869,ENSG00000245869
ENSG00000245904,BTG1-DT
ENSG00000245928,SDAD1-AS1
ENSG00000245958,SEPTIN7P14
ENSG00000245970,RPL30-AS1
ENSG00000245975,MINDY2-DT
ENSG00000246016,ENSG00000246016
ENSG00000246082,NUDT16L2P
ENSG00000246089,MCPH1-DT
ENSG00000246090,LOC100507053
ENSG00000246115,SUPT4H1P2
ENSG00000246130,TNFRSF10B-AS1
ENSG00000246174,KCTD21-AS1
ENSG00000246203,ENSG00000246203
ENSG00000246214,RETREG1-AS1
ENSG00000246225,ENSG00000246225
ENSG00000246228,CASC8
ENSG00000246250,ENSG00000246250
ENSG00000246263,UBR5-DT
ENSG00000246273,SBF2-AS1
ENSG00000246308,LOC101928053
ENSG00000246323,FAM13B-AS1
ENSG00000246334,PRR7-AS1
ENSG00000246339,EXTL3-AS1
ENSG00000246379,GNAO1-DT
ENSG00000246422,DIAPH1-AS1
ENSG00000246448,ENSG00000246448
ENSG00000246451,KLC1-AS1
ENSG00000246477,MTMR9-AS1
ENSG00000246528,SLCO5A1-AS1
ENSG00000246560,UBE2D3-AS1
ENSG00000246575,ENSG00000246575
ENSG00000246582,TNFRSF10A-DT
ENSG00000246596,SIMC1P1
ENSG00000246627,ENSG00000246627
ENSG00000246640,PICART1
ENSG00000246695,RASSF8-AS1
ENSG00000246731,MGC16275
ENSG00000246763,RGMB-AS1
ENSG00000246774,COL25A1-DT
ENSG00000246790,SORL1-AS1
ENSG00000246792,LOC124906712
ENSG00000246851,NUP214-AS1
ENSG00000246859,STARD4-AS1
ENSG00000246877,DNM1P35
ENSG00000246889,CTTN-DT
ENSG00000246982,BRPF3-AS1
ENSG00000246985,SOCS2-AS1
ENSG00000247081,LOC105369147
ENSG00000247092,SNHG10
ENSG00000247121,ENSG00000247121
ENSG00000247151,CSTF3-DT
ENSG00000247193,ARAP2-AS1
ENSG00000247199,FBXO38-DT
ENSG00000247228,ENSG00000247228
ENSG00000247240,UBL7-DT
ENSG00000247271,ZBED5-AS1
ENSG00000247287,PRKCH-AS1
ENSG00000247324,ENSG00000247324
ENSG00000247345,PDE4D-AS1
ENSG00000247416,NCAM1-AS2
ENSG00000247473,CARS1-AS1
ENSG00000247498,GPRC5D-AS1
ENSG00000247570,SDCBPP2
ENSG00000247572,CKMT2-AS1
ENSG00000247595,MISFA
ENSG00000247624,CPEB2-DT
ENSG00000247627,MTND4P12
ENSG00000247679,ENSG00000247679
ENSG00000247708,STX18-AS1
ENSG00000247728,ARHGAP11B-DT
ENSG00000247735,KCTD13-DT
ENSG00000247796,MOCS2-DT
ENSG00000247828,TMEM161B-DT
ENSG00000247844,ENSG00000247844
ENSG00000247853,CHD4-AS1
ENSG00000247903,TM7SF3-AS1
ENSG00000247911,HMGN1P12
ENSG00000247925,ENSG00000247925
ENSG00000247934,ENSG00000247934
ENSG00000247950,SEC24B-AS1
ENSG00000247970,ENSG00000247970
ENSG00000248008,NRAV
ENSG00000248015,ENSG00000248015
ENSG00000248019,FAM13A-AS1
ENSG00000248049,UBA6-DT
ENSG00000248092,NNT-AS1
ENSG00000248103,ENSG00000248103
ENSG00000248115,SCFD2-AS1
ENSG00000248121,SMURF2P1
ENSG00000248124,RRN3P1
ENSG00000248126,ENSG00000248126
ENSG00000248150,LINC02150
ENSG00000248155,ENSG00000248155
ENSG00000248159,HSPA8P11
ENSG00000248166,ENSG00000248166
ENSG00000248180,GAPDHP60
ENSG00000248188,PFDN1P2
ENSG00000248192,ATG10-AS1
ENSG00000248196,LOC100419572
ENSG00000248208,WDR45P1
ENSG00000248213,CICP16
ENSG00000248216,KCTD9P5
ENSG00000248221,STX18-IT1
ENSG00000248227,LINC02513
ENSG00000248240,ENSG00000248240
ENSG00000248242,ENSG00000248242
ENSG00000248243,LINC02014
ENSG00000248254,ENSG00000248254
ENSG00000248256,OCIAD1-AS1
ENSG00000248268,ENSG00000248268
ENSG00000248275,TRIM52-AS1
ENSG00000248278,SUMO2P17
ENSG00000248280,ENSG00000248280
ENSG00000248283,CCNL2P1
ENSG00000248290,TNXA
ENSG00000248302,BNIP3P41
ENSG00000248309,MEF2C-AS1
ENSG00000248318,SNTB1-AS2
ENSG00000248327,NOL8P1
ENSG00000248334,WHAMMP2
ENSG00000248340,PIMREGP4
ENSG00000248356,ENSG00000248356
ENSG00000248358,ENSG00000248358
ENSG00000248360,LINC00504
ENSG00000248367,LOC124901151
ENSG00000248373,ENSG00000248373
ENSG00000248374,UBTD2P1
ENSG00000248375,ENSG00000248375
ENSG00000248399,ENSG00000248399
ENSG00000248400,ST13P12
ENSG00000248401,LOC391674
ENSG00000248408,LINC02469
ENSG00000248415,GAPDHP61
ENSG00000248416,PCGF3-AS2
ENSG00000248429,GASK1B-AS1
ENSG00000248445,SEMA6A-AS1
ENSG00000248449,PCDHGB8P
ENSG00000248455,LINC02217
ENSG00000248466,LOC651644
ENSG00000248469,LOC100996385
ENSG00000248473,LINC01962
ENSG00000248476,BACH1-IT1
ENSG00000248477,NAIPP3
ENSG00000248483,POU5F2
ENSG00000248503,C4orf46P2
ENSG00000248514,ENSG00000248514
ENSG00000248521,ENSG00000248521
ENSG00000248522,SBF1P1
ENSG00000248527,MTATP6P1
ENSG00000248544,ENSG00000248544
ENSG00000248546,ANP32CP
ENSG00000248553,OR52H2P
ENSG00000248554,C5orf34-AS1
ENSG00000248557,METTL5P2
ENSG00000248559,ENSG00000248559
ENSG00000248564,ENSG00000248564
ENSG00000248571,ENSG00000248571
ENSG00000248576,LOC102724030
ENSG00000248585,ENSG00000248585
